Year,Month,Avg_Temp,Avg_Dew,Avg_Humidity,Avg_Precipitation
2017,1,13.041935483870969,8.874193548387098,78.06129032258065,0.7193548387096774
2017,2,17.521428571428572,9.15,62.482142857142854,0.3142857142857142
2017,3,22.274193548387096,11.516129032258064,54.65806451612903,0.3548387096774194
2017,4,30.626666666666665,12.066666666666666,36.20333333333333,0.2933333333333333
2017,5,34.04838709677419,16.025806451612905,36.76774193548387,0.5258064516129033
2017,6,33.08,21.913333333333334,55.61666666666667,1.6966666666666665
2017,7,33.21935483870968,24.84193548387097,63.41290322580645,2.435483870967742
2017,8,33.306451612903224,23.961290322580645,60.25806451612903,2.667741935483871
2017,9,30.523333333333333,22.276666666666664,64.35,1.4466666666666665
2017,10,27.55806451612903,16.719354838709677,55.18387096774194,0.0064516129032258064
2017,11,18.246666666666666,12.46,72.42,0.12333333333333334
2017,12,14.567741935483872,7.264516129032257,65.64516129032258,0.332258064516129
2018,1,13.070967741935483,7.561290322580645,72.47096774193548,0.22903225806451613
2018,2,17.175,9.757142857142856,65.02857142857142,0.35357142857142854
2018,3,23.458064516129035,13.59032258064516,58.251612903225805,0.31612903225806455
2018,4,29.73,13.82,42.10666666666667,0.5399999999999999
2018,5,33.78387096774193,14.003225806451614,33.34838709677419,0.3870967741935484
2018,6,33.833333333333336,22.186666666666667,53.980000000000004,3.1966666666666663
2018,7,32.16129032258065,25.661290322580644,70.1032258064516,5.090322580645162
2018,8,32.458064516129035,24.654838709677417,64.73225806451613,1.4774193548387096
2018,9,30.560000000000002,22.003333333333334,62.61666666666667,0.6233333333333333
2018,10,26.006451612903227,15.716129032258063,56.461290322580645,0.15161290322580645
2018,11,20.116666666666667,11.610000000000001,61.47,0.06333333333333332
2018,12,13.758064516129032,7.806451612903226,70.70322580645161,0.3
2019,1,12.441935483870967,7.241935483870968,73.38064516129033,0.8516129032258064
2019,2,14.625,9.335714285714285,73.375,1.7392857142857143
2019,3,20.335483870967742,11.129032258064516,59.74516129032258,0.7354838709677419
2019,4,28.816666666666666,14.933333333333334,47.53333333333333,0.7799999999999999
2019,5,32.05806451612903,15.290322580645162,40.81290322580645,1.0129032258064516
2019,6,34.93666666666666,19.553333333333335,44.6,0.62
2019,7,32.86129032258064,24.90967741935484,65.13225806451612,3.4612903225806453
2019,8,32.18709677419355,25.42258064516129,69.14838709677419,2.570967741935484
2019,9,32.11,24.12,64.77,1.0533333333333335
2019,10,26.22258064516129,17.396774193548385,61.02903225806451,0.2903225806451613
2019,11,19.44,13.776666666666667,72.26333333333334,0.56
2019,12,11.416129032258064,7.632258064516129,80.37096774193549,1.3548387096774193
2020,1,11.45483870967742,7.906451612903226,80.5741935483871,1.2548387096774194
2020,2,16.43103448275862,9.779310344827588,67.88620689655173,0.3344827586206897
2020,3,19.629032258064516,14.329032258064515,73.88387096774194,3.819354838709677
2020,4,26.95,15.639999999999999,53.64333333333333,0.4966666666666667
2020,5,31.84193548387097,16.780645161290323,44.73870967741936,1.261290322580645
2020,6,33.67666666666666,22.240000000000002,53.68666666666666,0.8566666666666667
2020,7,33.08387096774193,25.15806451612903,64.93225806451613,1.7064516129032257
2020,8,32.04838709677419,26.06451612903226,72.02258064516128,3.3193548387096774
2020,9,31.373333333333335,23.39,65.08,2.3766666666666665
2020,10,26.019354838709678,15.332258064516129,55.248387096774195,0.0
2020,11,18.040000000000003,10.983333333333333,66.49666666666667,0.35
2020,12,13.158064516129032,8.606451612903227,76.34193548387097,0.41290322580645156
